strain,protein,orf,b,dobs,abund,obs_other,pav,cnv,fshift,absent,fs,logcnv
BAH,MTQ2,YDR140W,0.38353157,0.08010200745439089,18.364561,0.5304878048780488,1.0,1.0,,0.0,0.0,0.0
BAH,MTR10,YOR160W,0.008617401,-0.0076862810629894085,21.018755,0.9875790424570913,1.0,1.0,,0.0,0.0,0.0
BAH,MTR2,YKL186C,0.24951363,0.10192995585004994,19.181986,0.8283649503161699,1.0,1.0,,0.0,0.0,0.0
BAH,MTR3,YGR158C,0.082113266,0.16593648510211645,20.958097,0.7764227642276422,1.0,1.0,,0.0,0.0,0.0
BAH,MTR4,YJL050W,0.3251381,0.0018212157099229964,22.245762,0.9968383017163505,1.0,1.0,,0.0,0.0,0.0
BAH,MUB1,YMR100W,0.18340397,0.07882449244510314,15.638032,0.691282746160795,1.0,1.0,,0.0,0.0,0.0
BAH,MUD1,YBR119W,-0.081007004,-0.25326341511851225,18.89617,0.512646793134598,1.0,1.0,,0.0,0.0,0.0
BAH,MUD2,YKL074C,-0.8338566,-0.30266207487812136,19.214218,0.8482384823848238,1.0,1.0,,0.0,0.0,0.0
BAH,MUK1,YPL070W,-0.13357735,-0.014505547200244107,20.471823,0.9776422764227642,1.0,1.0,,0.0,0.0,0.0
BAH,MUM2,YBR057C,0.20216942,0.027702701066331437,18.67365,0.8958897922312556,1.0,1.0,,0.0,0.0,0.0
BAH,MUP1,YGR055W,0.58086205,0.03823039347462287,20.412888,0.9141824751580849,1.0,1.0,,0.0,0.0,0.0
BAH,MVD1,YNR043W,0.4242916,0.0,25.031736,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,MVP1,YMR004W,-0.03670883,-0.005456987098914845,21.283472,0.9880307136404698,1.0,1.0,,0.0,0.0,0.0
BAH,MXR1,YER042W,0.24836731,-0.006163555826800504,22.932842,0.9914182475158085,1.0,1.0,,0.0,0.0,0.0
BAH,MXR2,YCL033C,-0.2924347,-0.023054604987515437,19.81465,0.8581752484191508,1.0,1.0,,0.0,0.0,0.0
BAH,MYO1,YHR023W,0.16193962,0.06541785033578662,19.012743,0.8789521228545619,1.0,1.0,,0.0,0.0,0.0
BAH,MYO2,YOR326W,0.14783096,0.0002331010798938271,22.195805,0.999096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,MYO3,YKL129C,-0.23132515,-0.001967130931362915,22.643162,0.9959349593495935,1.0,1.0,,0.0,0.0,0.0
BAH,MYO4,YAL029C,0.1312046,-0.008130686758163308,20.638285,0.987353206865402,1.0,1.0,,0.0,0.0,0.0
BAH,MYO5,YMR109W,-0.08705711,-0.006637023474792336,22.491478,0.9939024390243902,1.0,1.0,,0.0,0.0,0.0
BAH,MZM1,YDR493W,1.0617104,-0.4065155687303075,20.407816,0.761743450767841,1.0,1.0,,0.0,0.0,0.0
BAH,NAB2,YGL122C,-0.07382965,0.034695733463143474,19.105429,0.8687895212285456,1.0,1.0,,0.0,0.0,0.0
BAH,NAB3,YPL190C,-0.122608185,0.0031907602364674714,23.136292,0.9941282746160794,1.0,1.0,,0.0,0.0,0.0
BAH,NAB6,YML117W,-0.25538635,-0.005267478948247861,21.19497,0.9911924119241192,1.0,1.0,,0.0,0.0,0.0
BAH,NAF1,YNL124W,0.26634407,0.013051844101997778,18.852285,0.6370822041553749,1.0,1.0,,0.0,0.0,0.0
BAH,NAM2,YLR382C,-0.21979713,-0.0130996752326773,20.64956,0.9715447154471545,1.0,1.0,,0.0,0.0,0.0
BAH,NAM7,YMR080C,0.22877312,0.0005025296008098756,22.22563,0.9948057813911473,1.0,1.0,,0.0,0.0,0.0
BAH,NAM8,YHR086W,-0.08678627,-0.06809639365383824,17.980873,0.7041553748870822,1.0,1.0,,0.0,0.0,0.0
BAH,NAM9,YNL137C,-0.09742546,-0.002200232011256631,22.393513,0.9968383017163505,1.0,1.0,,0.0,0.0,0.0
BAH,NAN1,YPL126W,0.31043243,0.0004734676479919431,22.500454,0.9975158084914183,1.0,1.0,,0.0,0.0,0.0
BAH,NAP1,YKR048C,0.13050652,-0.0011073814938327153,24.556541,0.999096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,NAR1,YNL240C,-0.67222977,-0.0747848810034124,20.329815,0.9320234869015357,1.0,1.0,,0.0,0.0,0.0
BAH,NAS2,YIL007C,0.044218063,-0.01487003252516883,20.992548,0.9699638663053297,1.0,1.0,,0.0,0.0,0.0
BAH,NAS6,YGR232W,-0.32366943,0.0013913409911580077,23.700022,0.9952574525745257,1.0,1.0,,0.0,0.0,0.0
BAH,NAT1,YDL040C,0.29807472,0.002258355916892496,22.814642,0.9977416440831075,1.0,1.0,,0.0,0.0,0.0
BAH,NAT2,YGR147C,-0.06612778,-0.006208359670728081,19.493406,0.9539295392953929,1.0,1.0,,0.0,0.0,0.0
BAH,NAT3,YPR131C,0.28331184,-0.0037828975251325003,19.711245,0.9360885275519422,1.0,1.0,,0.0,0.0,0.0
BAH,NAT4,YMR069W,0.19224167,0.09463843297950408,18.043472,0.3624661246612466,1.0,0.5,,0.0,0.0,-1.0
BAH,NAT5,YOR253W,0.06328964,-0.015074071652244725,22.164795,0.9681571815718157,1.0,1.0,,0.0,0.0,0.0
BAH,NBA1,YOL070C,0.07967186,0.015573573966302656,20.03153,0.9227642276422764,1.0,1.0,,0.0,0.0,0.0
BAH,NBP2,YDR162C,-0.12713051,-0.035101389887893464,20.46266,0.9607046070460704,1.0,1.0,,0.0,0.0,0.0
BAH,NBP35,YGL091C,-0.061847687,-0.10159089973384094,19.634361,0.8066847335140018,1.0,1.0,,0.0,0.0,0.0
BAH,NCA2,YPR155C,-0.96777344,-0.028638738130008723,20.527878,0.9830623306233063,1.0,1.0,,0.0,0.0,0.0
BAH,NCA3,YJL116C,-0.7246914,-0.041695425890809434,21.838203,0.9297651309846432,1.0,1.0,,0.0,0.0,0.0
BAH,NCB2,YDR397C,-0.2866993,-0.010520426920086923,22.321619,0.981029810298103,1.0,1.0,,0.0,0.0,0.0
BAH,NCE102,YPR149W,-1.3696041,-0.00869860575281356,24.789125,0.9986449864498645,1.0,1.0,,0.0,0.0,0.0
BAH,NCE103,YNL036W,-0.36084938,0.15737350179578646,22.720688,0.6790876242095755,1.0,1.0,,0.0,0.0,0.0
BAH,NCL1,YBL024W,0.2565689,0.00024036656809822698,23.796984,0.9984191508581752,1.0,1.0,,0.0,0.0,0.0
BAH,NCP1,YHR042W,0.08372116,-0.0008815459021435101,24.113148,0.9988708220415538,1.0,1.0,,0.0,0.0,0.0
BAH,NCR1,YPL006W,-0.25211906,-0.08251657136767976,19.5738,0.8613369467028004,1.0,1.0,,0.0,0.0,0.0
BAH,NCS2,YNL119W,0.36724854,0.003619424040531727,20.125565,0.9541553748870822,1.0,1.0,,0.0,0.0,0.0
BAH,NCS6,YGL211W,0.35982132,0.015173972115056333,19.509594,0.9600271002710027,1.0,1.0,,0.0,0.0,0.0
BAH,NDC1,YML031W,-0.06191826,-0.007241875367815287,21.312218,0.9878048780487805,1.0,1.0,,0.0,0.0,0.0
BAH,NDC80,YIL144W,-0.08190346,0.025415888653971486,18.22686,0.6716350496838301,1.0,1.0,,0.0,0.0,0.0
BAH,NDE1,YMR145C,-0.26278877,0.0002258355916892052,25.149387,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,NDE2,YDL085W,-1.0800457,-0.48617801414832734,20.273846,0.8152664859981933,1.0,1.0,,0.0,0.0,0.0
BAH,NDI1,YML120C,-0.41954422,0.0,24.589293,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,NEO1,YIL048W,0.09910393,-0.011248792112586004,20.61126,0.986449864498645,1.0,1.0,,0.0,0.0,0.0
BAH,NET1,YJL076W,0.071372986,-0.001952599954953893,21.0321,0.994579945799458,1.0,1.0,,0.0,0.0,0.0
BAH,NEW1,YPL226W,0.3302021,0.0004516711833785214,24.041496,0.9995483288166215,1.0,1.0,,0.0,0.0,0.0
BAH,NFI1,YOR156C,-0.20394611,0.029056503701766212,15.937218,0.3529810298102981,1.0,1.0,,0.0,0.0,0.0
BAH,NFS1,YCL017C,0.0002822876,0.0,24.084988,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,NFU1,YKL040C,0.2623806,0.0018066847335139746,23.035635,0.998193315266486,1.0,1.0,,0.0,0.0,0.0
BAH,NGG1,YDR176W,-0.069690704,-0.027531962093526263,18.80569,0.9631887985546522,1.0,1.0,,0.0,0.0,0.0
BAH,NGL1,YOL042W,-0.07378769,-0.06777671217284109,21.414137,0.9243450767841012,1.0,1.0,,0.0,0.0,0.0
BAH,NGL2,YMR285C,0.3793621,-0.0051875585779986855,21.280924,0.983739837398374,1.0,1.0,,0.0,0.0,0.0
BAH,NGL3,YML118W,0.23304176,-0.002116678896905144,17.308952,0.6140469738030714,1.0,1.0,,0.0,0.0,0.0
BAH,NGR1,YBR212W,-0.98687553,-0.014840365115000642,21.446404,0.9880307136404698,1.0,1.0,,0.0,0.0,0.0
BAH,NHA1,YLR138W,-0.5647869,-0.10607007321190276,18.275534,0.84936766034327,1.0,1.0,,0.0,0.0,0.0
BAH,NHP10,YDL002C,-0.095991135,-0.015766109403721362,19.717196,0.9701897018970189,1.0,1.0,,0.0,0.0,0.0
BAH,NHP2,YDL208W,0.4580574,-0.0037592846884679787,24.235176,0.996386630532972,1.0,1.0,,0.0,0.0,0.0
BAH,NHP6A,YPR052C,-0.16262817,-0.0008452184611211777,22.902796,0.995483288166215,1.0,0.5,,0.0,0.0,-1.0
BAH,NHX1,YDR456W,-1.0488548,-0.3190960037393046,16.254492,0.4015356820234869,1.0,1.0,,0.0,0.0,0.0
BAH,NIC96,YFR002W,-0.08000374,-0.002666434171044174,22.707994,0.9986449864498645,1.0,1.0,,0.0,0.0,0.0
BAH,NIF3,YGL221C,0.085113525,0.0031834947482629605,23.103943,0.9948057813911473,1.0,1.0,,0.0,0.0,0.0
BAH,NIP1,YMR309C,0.26389503,0.0,24.315712,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,NIP7,YPL211W,0.13902092,-0.0012605622034772557,23.486311,0.9925474254742548,1.0,1.0,,0.0,0.0,0.0
BAH,NIT1,YIL164C,1.8150196,0.898684583360579,19.807367,0.01016260162601626,1.0,1.0,,0.0,0.0,0.0
BAH,NIT2,YJL126W,-0.094192505,-0.042467989469885836,18.41581,0.9184733514001807,1.0,1.0,,0.0,0.0,0.0
BAH,NIT3,YLR351C,0.0457592,-0.00021130461528029443,23.084156,0.9988708220415538,1.0,1.0,,0.0,0.0,0.0
BAH,NKP1,YDR383C,-0.615448,-0.08656526466962622,18.725216,0.9263775971093045,1.0,1.0,,0.0,0.0,0.0
BAH,NMA1,YLR328W,-0.23572159,-0.004138300989801613,21.867933,0.990063233965673,1.0,1.0,,0.0,0.0,0.0
BAH,NMA111,YNL123W,0.28222847,0.0009033423667570428,24.421213,0.999096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,NMA2,YGR010W,-0.41061783,-0.1109676177190726,18.96543,0.785230352303523,1.0,1.0,,0.0,0.0,0.0
BAH,NMD2,YHR077C,0.20207977,-0.0075918297163311,20.224516,0.9787714543812105,1.0,1.0,,0.0,0.0,0.0
BAH,NMD3,YHR170W,0.28300285,1.4530976408910767e-05,23.516321,0.9986449864498645,1.0,1.0,,0.0,0.0,0.0
BAH,NMD5,YJR132W,0.23061752,-0.0069651813586947275,22.02377,0.982836495031617,1.0,1.0,,0.0,0.0,0.0
BAH,NMT1,YLR195C,0.021320343,-0.009442107379071918,21.496803,0.9846431797651309,1.0,1.0,,0.0,0.0,0.0
BAH,NNF1,YJR112W,-0.2476902,-0.1555492587991117,18.2633,0.4216350496838302,1.0,1.0,,0.0,0.0,0.0
BAH,NNF2,YGR089W,0.30020332,0.0030508995885311085,17.481789,0.9446702800361337,1.0,1.0,,0.0,0.0,0.0
BAH,NNK1,YKL171W,0.09406662,-0.11954392108711076,17.681255,0.48080397470641373,1.0,1.0,,0.0,0.0,0.0
BAH,NNR1,YNL200C,-1.1287594,-0.11461186551096969,22.825232,0.979223125564589,1.0,1.0,0.0,0.0,0.0,0.0
BAH,NNR2,YKL151C,-0.8662567,-0.0004444056951740105,24.507473,0.9997741644083108,1.0,1.0,0.0,0.0,0.0,0.0
BAH,NNT1,YLR285W,0.024528503,-0.0026234466991675864,21.739107,0.973803071364047,1.0,1.0,,0.0,0.0,0.0
BAH,NOB1,YOR056C,0.52295876,-0.002244430397833841,20.722881,0.980126467931346,1.0,1.0,,0.0,0.0,0.0
BAH,NOC2,YOR206W,0.4065647,0.001129177958446248,23.296808,0.9988708220415538,1.0,1.0,,0.0,0.0,0.0
BAH,NOC3,YLR002C,0.2701397,-0.002142108105620877,21.597553,0.9914182475158085,1.0,1.0,,0.0,0.0,0.0
BAH,NOC4,YPR144C,0.42468834,0.0807020156886109,19.798159,0.8703703703703703,1.0,1.0,,0.0,0.0,0.0
BAH,NOG1,YPL093W,0.32673454,0.0002331010798938271,23.519196,0.999096657633243,1.0,1.0,,0.0,0.0,0.0
BAH,NOG2,YNR053C,0.45973396,0.0013622790383400751,22.775751,0.9979674796747967,1.0,1.0,,0.0,0.0,0.0
BAH,NOP1,YDL014W,0.47134972,0.0,26.025227,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,NOP12,YOL041C,0.44579887,0.00048073313619645397,23.062172,0.9968383017163505,1.0,1.0,,0.0,0.0,0.0
BAH,NOP13,YNL175C,0.28508568,-0.00036448532492472374,21.038034,0.9923215898825655,1.0,1.0,,0.0,0.0,0.0
BAH,NOP14,YDL148C,0.28965187,-0.004794011300256029,20.7523,0.9887082204155375,1.0,1.0,,0.0,0.0,0.0
BAH,NOP15,YNL110C,0.41979408,-0.0039929912257120614,22.977196,0.976513098464318,1.0,1.0,,0.0,0.0,0.0
BAH,NOP16,YER002W,0.04970169,-0.003490461624902186,21.863894,0.9713188798554652,1.0,1.0,,0.0,0.0,0.0
BAH,NOP19,YGR251W,0.017642975,-0.0066224924983834255,17.496197,0.7425474254742548,1.0,1.0,,0.0,0.0,0.0
BAH,NOP2,YNL061W,0.24144745,2.1796464613532684e-05,23.52723,0.9979674796747967,1.0,1.0,,0.0,0.0,0.0
BAH,NOP4,YPL043W,0.50237083,0.0013986064793624076,22.684753,0.994579945799458,1.0,1.0,,0.0,0.0,0.0
BAH,NOP53,YPL146C,0.5363636,-0.003009123031355365,21.903406,0.9889340560072267,1.0,1.0,,0.0,0.0,0.0
BAH,NOP56,YLR197W,0.3856678,0.0,25.328485,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,NOP58,YOR310C,0.46367645,0.0,25.391289,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,NOP6,YDL213C,0.12638855,0.0009178733431659536,22.241135,0.9977416440831075,1.0,1.0,,0.0,0.0,0.0
BAH,NOP7,YGR103W,0.3295288,-0.00042260923056058886,23.274294,0.9977416440831075,1.0,1.0,,0.0,0.0,0.0
BAH,NOP8,YOL144W,0.5129509,-0.008262071003194427,20.28184,0.9787714543812105,1.0,1.0,,0.0,0.0,0.0
BAH,NOP9,YJL010C,0.34903336,-0.009216271787382713,21.332338,0.9844173441734417,1.0,1.0,,0.0,0.0,0.0
BAH,NOT3,YIL038C,0.011646271,-0.011678666831351103,20.928738,0.9848690153568203,1.0,1.0,,0.0,0.0,0.0
BAH,NOT5,YPR072W,0.08045006,-0.006149024850391482,21.345743,0.990063233965673,1.0,1.0,,0.0,0.0,0.0
BAH,NPA3,YJR072C,-0.12379837,-0.0017412953396735986,22.635847,0.9957091237579042,1.0,1.0,,0.0,0.0,0.0
BAH,NPC2,YDL046W,-0.5386524,0.0006775067750677266,24.50464,0.9993224932249323,1.0,1.0,,0.0,0.0,0.0
BAH,NPL3,YDR432W,0.019207,-0.0008815459021435101,25.530798,0.9988708220415538,1.0,1.0,,0.0,0.0,0.0
BAH,NPL4,YBR170C,-0.070251465,-0.004145566478006124,22.275572,0.9907407407407407,1.0,1.0,,0.0,0.0,0.0
BAH,NPL6,YMR091C,-0.018417358,0.0014058719675669185,22.506939,0.9939024390243902,1.0,1.0,,0.0,0.0,0.0
BAH,NPP1,YCR026C,-0.20028305,-0.3420597901242641,17.228827,0.6262420957542909,1.0,1.0,,0.0,0.0,0.0
BAH,NPR1,YNL183C,-0.34160805,-0.001238765738863834,21.44513,0.9905149051490515,1.0,1.0,,0.0,0.0,0.0
BAH,NPR2,YEL062W,-0.043697357,-0.03649636362315367,18.466747,0.8407859078590786,1.0,1.0,,0.0,0.0,0.0
BAH,NPR3,YHL023C,-0.21821976,-0.1363017696307437,19.058674,0.9184733514001807,1.0,1.0,,0.0,0.0,0.0
BAH,NPT1,YOR209C,-0.26027298,0.0004516711833785214,23.772745,0.9995483288166215,1.0,1.0,,0.0,0.0,0.0
BAH,NPY1,YGL067W,0.012132645,0.0029346517772594893,21.186386,0.9555103884372177,1.0,1.0,,0.0,0.0,0.0
BAH,NQM1,YGR043C,-2.2298775,0.0002258355916892052,25.612267,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,NRD1,YNL251C,0.050683975,0.0018139502217184855,22.710627,0.9975158084914183,1.0,1.0,,0.0,0.0,0.0
BAH,NRG1,YDR043C,-0.2520218,-0.048339109396455804,18.589943,0.6951219512195121,1.0,1.0,,0.0,0.0,0.0
BAH,NRK1,YNL129W,0.19029427,0.15550990407133747,19.30167,0.7278681120144534,1.0,1.0,,0.0,0.0,0.0
BAH,NRM1,YNR009W,-0.028354645,0.019354655119384057,19.164572,0.6743450767841012,1.0,1.0,,0.0,0.0,0.0
BAH,NRP1,YDL167C,0.1033535,0.03549190987888429,20.275864,0.690379403794038,1.0,1.0,,0.0,0.0,0.0
BAH,NSA1,YGL111W,0.31015778,-0.00014591522143991842,22.652826,0.992773261065944,1.0,1.0,,0.0,0.0,0.0
BAH,NSA2,YER126C,0.33153152,-0.0010492575881969612,22.272009,0.993676603432701,1.0,1.0,,0.0,0.0,0.0
BAH,NSE1,YLR007W,-0.59941673,-0.18268161904139146,18.241035,0.5975609756097561,1.0,1.0,,0.0,0.0,0.0
BAH,NSE3,YDR288W,-0.03976822,-0.08201404176686988,17.538942,0.6061427280939476,1.0,1.0,,0.0,0.0,0.0
BAH,NSE4,YDL105W,-0.05783844,-0.13556190074858748,16.105818,0.3078139114724481,1.0,1.0,,0.0,0.0,0.0
BAH,NSG1,YHR133C,-0.07172775,-0.008400720736429945,21.138186,0.9708672086720868,1.0,1.0,,0.0,0.0,0.0
BAH,NSG2,YNL156C,0.030256271,-0.0601570314183929,19.418056,0.9013098464317977,1.0,1.0,,0.0,0.0,0.0
BAH,NSI1,YDR026C,0.7062626,0.36052987205475273,18.03137,0.44308943089430897,1.0,1.0,,0.0,0.0,0.0
BAH,NSP1,YJL041W,-0.19919777,0.0029358626919602226,24.642944,0.9970641373080398,1.0,1.0,,0.0,0.0,0.0
BAH,NSR1,YGR159C,0.41643715,0.0002258355916892052,25.710033,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,NST1,YNL091W,0.024204254,-0.009735754194003077,18.41443,0.907859078590786,1.0,1.0,,0.0,0.0,0.0
BAH,NTA1,YJR062C,-0.006954193,-0.08888174449215458,20.24996,0.934056007226739,1.0,1.0,,0.0,0.0,0.0
BAH,NTC20,YBR188C,-0.070739746,-0.017468655472971162,17.949064,0.7956187895212286,1.0,1.0,,0.0,0.0,0.0
BAH,NTE1,YML059C,-0.48026657,-0.04719479500425028,20.457224,0.9634146341463414,1.0,1.0,,0.0,0.0,0.0
BAH,NTF2,YER009W,0.045776367,0.0002258355916892052,26.090979,0.9997741644083108,1.0,1.0,,0.0,0.0,0.0
BAH,NTH1,YDR001C,-0.56622887,0.0006775067750677266,24.168833,0.9993224932249323,1.0,1.0,,0.0,0.0,0.0
BAH,NTH2,YBR001C,-0.29688835,-0.06532037170237648,20.39366,0.9661246612466124,1.0,1.0,,0.0,0.0,0.0
BAH,NTR2,YKR022C,-0.09840584,0.07848785815829556,16.558422,0.3893405600722674,1.0,1.0,,0.0,0.0,0.0
BAH,NUC1,YJL208C,0.53172874,0.00273908905308895,22.117197,0.994579945799458,1.0,1.0,,0.0,0.0,0.0
BAH,NUD1,YOR373W,0.044086456,-0.17534044866811493,18.665815,0.767163504968383,1.0,1.0,,0.0,0.0,0.0
BAH,NUF2,YOL069W,-0.31531525,-0.04863699441283953,20.08956,0.9728997289972899,1.0,1.0,,0.0,0.0,0.0
BAH,NUG1,YER006W,0.32226753,-0.0017412953396735986,22.14452,0.9957091237579042,1.0,1.0,,0.0,0.0,0.0
BAH,NUM1,YDR150W,0.6470661,-0.00012411875682649676,22.399212,0.9907407407407407,1.0,1.0,,0.0,0.0,0.0
BAH,NUP1,YOR098C,0.061502457,-0.007016039776126082,20.330904,0.9875790424570913,1.0,1.0,,0.0,0.0,0.0
BAH,NUP100,YKL068W,-0.093170166,-0.010534957896495833,20.796179,0.9823848238482384,1.0,1.0,,0.0,0.0,0.0
BAH,NUP116,YMR047C,-0.46741295,-0.01192629888765373,21.486135,0.9871273712737128,1.0,1.0,,0.0,0.0,0.0
BAH,NUP120,YKL057C,-0.027332306,-0.006374860442080799,24.542606,0.9902890695573623,1.0,1.0,,0.0,0.0,0.0
BAH,NUP133,YKR082W,-0.027353287,-0.001071054052810383,22.204594,0.9957091237579042,1.0,1.0,,0.0,0.0,0.0
BAH,NUP145,YGL092W,-0.02554512,-0.008378318814466046,21.735205,0.9896115627822945,1.0,1.0,,0.0,0.0,0.0
BAH,NUP157,YER105C,-0.051225662,-0.0057264156198308935,21.340557,0.9923215898825655,1.0,1.0,,0.0,0.0,0.0
BAH,NUP159,YIL115C,-0.07319832,0.00048073313619645397,22.18183,0.9968383017163505,1.0,1.0,,0.0,0.0,0.0
BAH,NUP170,YBL079W,0.01288414,-0.003256755087658103,21.536097,0.9911924119241192,1.0,1.0,,0.0,0.0,0.0
BAH,NUP188,YML103C,-0.08194733,-0.00568282269060405,21.217125,0.988256549232159,1.0,1.0,,0.0,0.0,0.0
BAH,NUP192,YJL039C,-0.14373398,-0.01076805897638955,21.237669,0.9832881662149955,1.0,1.0,,0.0,0.0,0.0
BAH,NUP2,YLR335W,0.047620773,0.0024841915085817012,24.840658,0.9975158084914183,1.0,1.0,,0.0,0.0,0.0
BAH,NUP42,YDR192C,0.16014671,-0.04604260966648982,17.80858,0.501806684733514,1.0,1.0,,0.0,0.0,0.0
BAH,NUP49,YGL172W,-0.04380989,-0.013762651031336115,20.79778,0.9708672086720868,1.0,1.0,,0.0,0.0,0.0
BAH,NUP53,YMR153W,-0.23827171,-0.017222839788719635,21.069921,0.981029810298103,1.0,1.0,,0.0,0.0,0.0
BAH,NUP57,YGR119C,-0.04067421,0.0016244420710516128,22.191566,0.9943541102077688,1.0,1.0,,0.0,0.0,0.0
BAH,NUP60,YAR002W,0.039129257,-0.010629409243154031,22.41429,0.9911924119241192,1.0,1.0,,0.0,0.0,0.0
BAH,NUP82,YJL061W,-0.24310112,-0.016792965069954535,21.086395,0.9826106594399278,1.0,1.0,,0.0,0.0,0.0
BAH,NUP84,YDL116W,0.0058956146,-0.01542342054341006,21.156662,0.9799006323396567,1.0,1.0,,0.0,0.0,0.0
BAH,NUP85,YJR042W,0.06916046,-0.011664741312292448,21.068596,0.9627371273712737,1.0,1.0,,0.0,0.0,0.0
BAH,NUR1,YDL089W,-0.80062294,-0.1308199587804636,17.399494,0.2822944896115628,1.0,1.0,,0.0,0.0,0.0
BAH,NUS1,YDL193W,-0.33586884,-0.0075918297163311,20.867477,0.9787714543812105,1.0,1.0,,0.0,0.0,0.0
BAH,NUT1,YGL151W,-0.21632195,-0.019437602776385288,20.14223,0.979223125564589,1.0,1.0,,0.0,0.0,0.0
BAH,NUT2,YPR168W,0.01644516,-0.06251892054219921,18.581982,0.8507226738934056,1.0,1.0,,0.0,0.0,0.0
BAH,NVJ1,YHR195W,-0.5973377,-0.23210994621116898,20.061369,0.9150858175248419,1.0,1.0,,0.0,0.0,0.0
BAH,NVJ2,YPR091C,-0.4714775,-0.010367246210442493,21.810522,0.9875790424570913,1.0,1.0,,0.0,0.0,0.0
BAH,NYV1,YLR093C,-0.7034073,-0.2258240879995932,20.091658,0.8705962059620597,1.0,1.0,,0.0,0.0,0.0
BAH,OAC1,YKL120W,1.0059052,0.001136443446650759,22.980917,0.998193315266486,1.0,1.0,,0.0,0.0,0.0
BAH,OAF1,YAL051W,0.08602524,-0.15523744826366948,17.317219,0.6217253839205059,1.0,1.0,,0.0,0.0,0.0
BAH,OAF3,YKR064W,0.14770317,0.05869424645989085,16.865984,0.40176151761517614,1.0,1.0,,0.0,0.0,0.0
BAH,OCA1,YNL099C,0.06586838,-0.009842920145019196,20.265203,0.9803523035230353,1.0,1.0,,0.0,0.0,0.0
BAH,OCA2,YNL056W,0.16414642,-0.052881855896307006,18.79015,0.5562330623306233,1.0,1.0,,0.0,0.0,0.0
BAH,OCA4,YCR095C,0.03716278,-0.0021869119495484535,19.617992,0.9539295392953929,1.0,1.0,,0.0,0.0,0.0
BAH,OCA5,YHL029C,0.116642,-0.010639096560760009,18.653261,0.9087624209575429,1.0,1.0,,0.0,0.0,0.0
BAH,OCA6,YDR067C,-0.08522987,-0.06881386061403061,18.926384,0.5835591689250226,1.0,1.0,,0.0,0.0,0.0
BAH,OCH1,YGL038C,-1.011776,0.05672651007117757,21.012026,0.8769196025293586,1.0,1.0,,0.0,0.0,0.0
BAH,ODC1,YPL134C,-0.08398819,-0.07535885457156621,21.898659,0.985546522131888,1.0,1.0,,0.0,0.0,0.0
BAH,ODC2,YOR222W,1.0045967,0.00432720368311823,22.905537,0.9923215898825655,1.0,1.0,,0.0,0.0,0.0
BAH,OGG1,YML060W,-0.28598595,-0.30257670539171877,17.420431,0.5277777777777778,1.0,1.0,,0.0,0.0,0.0
BAH,OKP1,YGR179C,-0.11607742,-0.23742707266214758,16.705568,0.7025745257452575,1.0,1.0,,0.0,0.0,0.0
BAH,OLA1,YBR025C,0.16810608,0.0,26.433483,1.0,1.0,1.0,,0.0,0.0,0.0
BAH,OLE1,YGL055W,-0.03314972,0.00024036656809822698,23.812218,0.9984191508581752,1.0,1.0,,0.0,0.0,0.0
BAH,OM14,YBR230C,0.026527405,-0.16128838902330045,20.754507,0.7276422764227642,1.0,1.0,,0.0,0.0,0.0
BAH,OM45,YIL136W,-1.8541183,0.0004516711833785214,24.961096,0.9995483288166215,1.0,1.0,,0.0,0.0,0.0
BAH,OMA1,YKR087C,-0.53920746,-0.09121093891904064,19.485764,0.255420054200542,1.0,1.0,,0.0,0.0,0.0
BAH,OMS1,YDR316W,-0.31952095,-0.03840173790477852,19.69188,0.9559620596205962,1.0,1.0,,0.0,0.0,0.0
BAH,OPI1,YHL020C,0.38445282,0.00973878148075491,20.613268,0.9460252935862692,1.0,1.0,,0.0,0.0,0.0
BAH,OPI10,YOL032W,-0.33164406,-0.01052103237743729,19.864527,0.960252935862692,1.0,1.0,,0.0,0.0,0.0
BAH,OPI3,YJR073C,-0.12685394,-0.002550186359772444,22.354687,0.9878048780487805,1.0,1.0,,0.0,0.0,0.0
BAH,OPT1,YJL212C,0.6230774,0.17859538738372194,17.621538,0.17931345980126467,1.0,1.0,,0.0,0.0,0.0
BAH,OPY1,YBR129C,0.28382874,0.0269531448665693,19.424223,0.924119241192412,1.0,1.0,,0.0,0.0,0.0
BAH,ORC1,YML065W,-0.11202812,-0.01124394845378296,17.9045,0.9026648599819331,1.0,1.0,,0.0,0.0,0.0
BAH,ORC2,YBR060C,0.27467918,-0.07659640939572937,17.32431,0.5176151761517616,1.0,1.0,,0.0,0.0,0.0
BAH,ORC3,YLL004W,-0.07479668,0.007105647463981346,16.984858,0.5873983739837398,1.0,1.0,,0.0,0.0,0.0
