strain,protein,orf,pav,cnv,n_obs_strain,n_obs_other,frac_obs_strain,frac_obs_other,mean_strain,mean_other,delta,delta_frac_obs
BAH,HAL5,YJL165C,1,1.0,1459,4375,0.9778820375335121,0.9880307136404698,20.697982788085938,20.718061447143555,-0.020078659057617188,-0.010148676106957688
BAH,HAL9,YOL089C,1,1.0,1245,3724,0.8344504021447721,0.8410117434507678,17.30892562866211,17.43185043334961,-0.1229248046875,-0.006561341305995727
BAH,HAM1,YJR069C,1,1.0,1476,4387,0.9892761394101877,0.9907407407407407,23.217016220092773,22.666440963745117,0.5505752563476562,-0.0014646013305530392
BAH,HAP1,YLR256W,1,1.0,1332,4161,0.8927613941018767,0.9397018970189702,18.945512771606445,19.479997634887695,-0.53448486328125,-0.04694050291709351
BAH,HAP2,YGL237C,1,1.0,615,1618,0.4121983914209115,0.3654019873532069,18.150358200073242,18.38593101501465,-0.23557281494140625,0.04679640406770463
BAH,HAP3,YBL021C,1,1.0,1126,3476,0.7546916890080428,0.7850045167118338,21.14751434326172,21.025115966796875,0.12239837646484375,-0.030312827703790957
BAH,HAP5,YOR358W,1,1.0,887,2261,0.5945040214477212,0.5106142728093948,18.280004501342773,18.36780548095703,-0.08780097961425781,0.08388974863832643
BAH,HAS1,YMR290C,1,1.0,1492,4425,1.0,0.9993224932249323,23.723731994628906,23.376218795776367,0.34751319885253906,0.0006775067750677266
BAH,HAT1,YPL001W,1,1.0,1440,4332,0.9651474530831099,0.978319783197832,21.172060012817383,21.11908721923828,0.05297279357910156,-0.013172330114722075
BAH,HAT2,YEL056W,1,1.0,1442,4359,0.9664879356568364,0.9844173441734417,21.2750244140625,21.330833435058594,-0.05580902099609375,-0.017929408516605294
BAH,HBS1,YKR084C,1,1.0,1477,4388,0.989946380697051,0.99096657633243,21.90143585205078,21.758392333984375,0.14304351806640625,-0.0010201956353790287
BAH,HBT1,YDL223C,1,1.0,1082,4365,0.725201072386059,0.9857723577235772,19.854793548583984,23.198030471801758,-3.3432369232177734,-0.26057128533751817
BAH,HCA4,YJL033W,1,1.0,1469,4382,0.9845844504021448,0.9896115627822945,22.445262908935547,21.98873519897461,0.4565277099609375,-0.005027112380149634
BAH,HCH1,YNL281W,1,0.5,1492,4425,1.0,0.9993224932249323,24.515392303466797,24.338275909423828,0.17711639404296875,0.0006775067750677266
BAH,HCR1,YLR192C,1,1.0,1492,4425,1.0,0.9993224932249323,24.49749183654785,24.212491989135742,0.2849998474121094,0.0006775067750677266
BAH,HCS1,YKL017C,1,1.0,1385,4265,0.92828418230563,0.9631887985546522,19.324098587036133,19.594884872436523,-0.2707862854003906,-0.03490461624902219
BAH,HDA1,YNL021W,1,1.0,1468,4367,0.9839142091152815,0.9862240289069557,20.719764709472656,20.59248161315918,0.12728309631347656,-0.002309819791674217
BAH,HDA2,YDR295C,1,1.0,1422,4293,0.953083109919571,0.9695121951219512,19.56096076965332,19.437137603759766,0.12382316589355469,-0.016429085202380178
BAH,HDA3,YPR179C,1,1.0,1150,3763,0.7707774798927614,0.8498193315266486,19.191999435424805,19.23999786376953,-0.04799842834472656,-0.07904185163388722
BAH,HEF3,YNL014W,1,1.0,1416,4289,0.9490616621983914,0.9686088527551943,21.78119468688965,21.60902976989746,0.1721649169921875,-0.019547190556802874
BAH,HEH2,YDR458C,1,1.0,1436,4348,0.9624664879356568,0.98193315266486,20.591087341308594,20.770767211914062,-0.17967987060546875,-0.01946666472920322
BAH,HEK2,YBL032W,1,1.0,1492,4426,1.0,0.9995483288166215,22.955350875854492,22.90231704711914,0.05303382873535156,0.0004516711833785214
BAH,HEL2,YDR266C,1,1.0,1443,4342,0.9671581769436998,0.9805781391147245,20.222654342651367,20.355619430541992,-0.132965087890625,-0.013419962171024702
BAH,HEM1,YDR232W,1,1.0,1483,4397,0.9939678284182306,0.9929990966576332,23.284698486328125,22.744691848754883,0.5400066375732422,0.0009687317605974188
BAH,HEM12,YDR047W,1,1.0,1429,4276,0.957774798927614,0.9656729900632339,21.22085952758789,21.529306411743164,-0.30844688415527344,-0.007898191135619959
BAH,HEM13,YDR044W,1,1.0,1490,4413,0.9986595174262735,0.9966124661246613,22.991558074951172,23.10162925720215,-0.11007118225097656,0.0020470513016122016
BAH,HEM14,YER014W,1,1.0,1427,4376,0.9564343163538874,0.988256549232159,20.052940368652344,21.263504028320312,-1.2105636596679688,-0.03182223287827157
BAH,HEM15,YOR176W,1,1.0,1456,4401,0.9758713136729222,0.9939024390243902,21.876636505126953,23.363624572753906,-1.4869880676269531,-0.018031125351468003
BAH,HEM2,YGL040C,1,1.0,1484,4420,0.9946380697050938,0.998193315266486,23.797006607055664,24.068635940551758,-0.27162933349609375,-0.003555245561392195
BAH,HEM25,YDL119C,1,1.0,1325,3983,0.8880697050938338,0.8995031616982837,18.628442764282227,18.570741653442383,0.05770111083984375,-0.011433456604449943
BAH,HEM3,YDL205C,1,1.0,1456,4367,0.9758713136729222,0.9862240289069557,21.276065826416016,21.499313354492188,-0.22324752807617188,-0.010352715234033472
BAH,HEM4,YOR278W,1,1.0,1435,4332,0.9617962466487936,0.978319783197832,19.44774055480957,19.647993087768555,-0.20025253295898438,-0.016523536549038376
BAH,HER1,YOR227W,1,1.0,1450,4399,0.9718498659517426,0.9934507678410117,19.685672760009766,20.434051513671875,-0.7483787536621094,-0.02160090188926911
BAH,HER2,YMR293C,1,1.0,304,2495,0.2037533512064343,0.5634598012646793,19.21394920349121,19.475683212280273,-0.2617340087890625,-0.359706450058245
BAH,HFA1,YMR207C,1,1.0,1193,3418,0.7995978552278821,0.7719060523938572,16.895864486694336,17.04628562927246,-0.150421142578125,0.027691802834024837
BAH,HFD1,YMR110C,1,1.0,1484,4419,0.9946380697050938,0.9979674796747967,22.610010147094727,23.460094451904297,-0.8500843048095703,-0.003329409969702879
BAH,HFI1,YPL254W,1,1.0,1250,4133,0.8378016085790885,0.9333785004516711,19.083599090576172,19.285356521606445,-0.20175743103027344,-0.09557689187258267
BAH,HGH1,YGR187C,1,1.0,1486,4415,0.9959785522788204,0.9970641373080398,22.437458038330078,22.260047912597656,0.17741012573242188,-0.0010855850292194047
BAH,HHF1,YBR009C,1,2.0,1492,4428,1.0,1.0,27.409114837646484,27.73298454284668,-0.3238697052001953,0.0
BAH,HHO1,YPL127C,1,1.0,1490,4421,0.9986595174262735,0.9984191508581752,22.558300018310547,23.240083694458008,-0.6817836761474609,0.00024036656809822698
BAH,HHT1,YBR010W,1,0.5,1380,4127,0.9249329758713136,0.9320234869015357,22.96883201599121,23.43483543395996,-0.46600341796875,-0.007090511030222069
BAH,HIF1,YLL022C,1,1.0,1424,4285,0.9544235924932976,0.9677055103884372,20.865943908691406,20.984447479248047,-0.11850357055664062,-0.013281917895139661
BAH,HIP1,YGR191W,1,1.0,1008,3026,0.675603217158177,0.6833785004516711,18.456771850585938,18.417911529541016,0.038860321044921875,-0.007775283293494195
BAH,HIR1,YBL008W,1,1.0,1299,3912,0.8706434316353887,0.8834688346883469,17.172513961791992,17.18909454345703,-0.016580581665039062,-0.012825403052958206
BAH,HIR2,YOR038C,1,1.0,1137,3729,0.7620643431635389,0.842140921409214,19.1060733795166,19.034252166748047,0.07182121276855469,-0.08007657824567516
BAH,HIR3,YJR140C,1,1.0,1001,3335,0.670911528150134,0.7531616982836495,16.770713806152344,16.772953033447266,-0.002239227294921875,-0.08225017013351554
BAH,HIS1,YER055C,1,1.0,1492,4427,1.0,0.9997741644083108,25.584793090820312,24.943355560302734,0.6414375305175781,0.0002258355916892052
BAH,HIS2,YFR025C,1,1.0,1331,3832,0.8920911528150134,0.8654019873532068,21.15486717224121,21.099599838256836,0.055267333984375,0.026689165461806552
BAH,HIS3,YOR202W,1,1.0,1485,4411,0.9953083109919572,0.9961607949412827,22.728513717651367,22.596847534179688,0.1316661834716797,-0.0008524839493255776
BAH,HIS4,YCL030C,1,1.0,1492,4427,1.0,0.9997741644083108,25.357149124145508,25.018693923950195,0.3384552001953125,0.0002258355916892052
BAH,HIS5,YIL116W,1,1.0,1492,4419,1.0,0.9979674796747967,24.447772979736328,23.94200897216797,0.5057640075683594,0.002032520325203291
BAH,HIS6,YIL020C,1,1.0,1396,4120,0.935656836461126,0.9304426377597109,20.15668487548828,20.008258819580078,0.14842605590820312,0.00521419870141504
BAH,HIS7,YBR248C,1,1.0,1492,4421,1.0,0.9984191508581752,23.967561721801758,23.802644729614258,0.1649169921875,0.0015808491418247694
BAH,HIT1,YJR055W,1,1.0,1406,3736,0.9423592493297587,0.8437217705510388,19.10447883605957,18.95270347595215,0.15177536010742188,0.09863747877871987
BAH,HLJ1,YMR161W,1,1.0,1237,3320,0.829088471849866,0.7497741644083108,20.408308029174805,20.26242446899414,0.14588356018066406,0.07931430744155521
BAH,HMF1,YER057C,1,1.0,1492,4427,1.0,0.9997741644083108,25.308975219726562,25.255163192749023,0.05381202697753906,0.0002258355916892052
BAH,HMG1,YML075C,1,1.0,1488,4420,0.9973190348525469,0.998193315266486,23.75368881225586,23.5867862701416,0.1669025421142578,-0.0008742804139391103
BAH,HMG2,YLR450W,1,1.0,1366,4268,0.9155495978552279,0.96386630532972,19.17437171936035,19.874773025512695,-0.7004013061523438,-0.048316707474492016
BAH,HMI1,YOL095C,1,1.0,331,1336,0.22184986595174264,0.3017163504968383,15.04570484161377,15.522343635559082,-0.4766387939453125,-0.07986648454509568
BAH,HMO1,YDR174W,1,1.0,1491,4422,0.9993297587131368,0.9986449864498645,23.648767471313477,23.8089656829834,-0.16019821166992188,0.0006847722632722375
BAH,HMRA1,YCR097W,1,1.5,251,1022,0.16823056300268097,0.23080397470641373,17.843162536621094,17.95606231689453,-0.1128997802734375,-0.06257341170373276
BAH,HMT1,YBR034C,1,1.0,1491,4412,0.9993297587131368,0.996386630532972,23.637229919433594,23.354848861694336,0.2823810577392578,0.0029431281801647335
BAH,HMX1,YLR205C,1,1.0,1247,2926,0.8357908847184986,0.6607949412827462,19.786909103393555,19.5102481842041,0.2766609191894531,0.17499594343575242
BAH,HNM1,YGL077C,1,1.0,1360,3095,0.9115281501340483,0.6989611562782294,19.629274368286133,18.909862518310547,0.7194118499755859,0.2125669938558189
BAH,HNT1,YDL125C,1,1.0,1481,4403,0.9926273458445041,0.9943541102077688,23.962894439697266,23.640687942504883,0.3222064971923828,-0.0017267643632646879
BAH,HNT2,YDR305C,1,1.0,1446,4261,0.9691689008042895,0.9622854561878952,21.31332778930664,21.087665557861328,0.2256622314453125,0.006883444616394341
BAH,HOC1,YJR075W,1,1.0,1457,4372,0.9765415549597856,0.987353206865402,21.76238441467285,21.637954711914062,0.12442970275878906,-0.010811651905616393
BAH,HOG1,YLR113W,1,1.0,1483,4407,0.9939678284182306,0.9952574525745257,23.397014617919922,23.636293411254883,-0.23927879333496094,-0.0012896241562950772
BAH,HOL1,YNR055C,1,1.0,447,2110,0.299597855227882,0.476513098464318,18.36695098876953,18.87481117248535,-0.5078601837158203,-0.17691524323643598
BAH,HOM2,YDR158W,1,1.0,1492,4428,1.0,1.0,25.439476013183594,25.452865600585938,-0.01338958740234375,0.0
BAH,HOM3,YER052C,1,1.0,1492,4426,1.0,0.9995483288166215,24.432636260986328,24.199764251708984,0.23287200927734375,0.0004516711833785214
BAH,HOM6,YJR139C,1,1.0,1492,4428,1.0,1.0,26.25958824157715,26.25473403930664,0.0048542022705078125,0.0
BAH,HOS1,YPR068C,1,1.0,371,1358,0.24865951742627346,0.30668473351400183,17.99605941772461,18.26223373413086,-0.26617431640625,-0.05802521608772837
BAH,HOS2,YGL194C,1,1.0,860,2564,0.5764075067024129,0.5790424570912376,18.77486228942871,18.81830406188965,-0.0434417724609375,-0.002634950388824664
BAH,HOS3,YPL116W,1,1.0,1460,4379,0.9785522788203753,0.9889340560072267,20.537885665893555,20.886913299560547,-0.3490276336669922,-0.010381777186851404
BAH,HOS4,YIL112W,1,1.0,1320,3947,0.8847184986595175,0.8913730803974707,18.857187271118164,18.831668853759766,0.025518417358398438,-0.006654581737953191
BAH,HOT1,YMR172W,1,1.0,131,1536,0.08780160857908847,0.34688346883468835,15.973150253295898,16.071271896362305,-0.09812164306640625,-0.25908186025559987
BAH,HPA2,YPR193C,1,1.0,38,2453,0.02546916890080429,0.5539747064137308,17.917255401611328,18.614381790161133,-0.6971263885498047,-0.5285055375129265
BAH,HPA3,YEL066W,1,1.0,226,4125,0.15147453083109919,0.9315718157181572,19.417688369750977,20.79698944091797,-1.3793010711669922,-0.780097284887058
BAH,HPC2,YBR215W,1,1.0,904,3156,0.6058981233243967,0.7127371273712737,17.681102752685547,17.801837921142578,-0.12073516845703125,-0.10683900404687696
BAH,HPF1,YOL155C,0,0.0,770,2634,0.5160857908847185,0.5948509485094851,21.06485366821289,21.19525718688965,-0.1304035186767578,-0.07876515762476655
BAH,HPM1,YIL110W,1,1.0,1482,4408,0.9932975871313673,0.995483288166215,21.9350643157959,21.631446838378906,0.3036174774169922,-0.00218570103484772
BAH,HPR1,YDR138W,1,1.0,1431,4306,0.9591152815013405,0.9724480578139115,20.01727294921875,20.481246948242188,-0.4639739990234375,-0.013332776312571015
BAH,HPT1,YDR399W,1,1.0,1492,4427,1.0,0.9997741644083108,24.67399024963379,24.35069465637207,0.32329559326171875,0.0002258355916892052
BAH,HRB1,YNL004W,1,1.0,1486,4405,0.9959785522788204,0.9948057813911473,21.813756942749023,21.812183380126953,0.0015735626220703125,0.0011727708876730913
BAH,HRD1,YOL013C,1,1.0,213,1711,0.1427613941018767,0.38640469738030714,16.432222366333008,18.965600967407227,-2.5333786010742188,-0.24364330327843045
BAH,HRD3,YLR207W,1,1.0,1446,4337,0.9691689008042895,0.9794489611562782,20.26133155822754,20.2377872467041,0.0235443115234375,-0.010280060351988696
BAH,HRI1,YLR301W,1,1.0,1492,4427,1.0,0.9997741644083108,25.794315338134766,25.515962600708008,0.2783527374267578,0.0002258355916892052
BAH,HRK1,YOR267C,1,1.0,1486,4408,0.9959785522788204,0.995483288166215,22.467809677124023,22.641897201538086,-0.1740875244140625,0.0004952641126053647
BAH,HRP1,YOL123W,1,1.0,1483,4407,0.9939678284182306,0.9952574525745257,23.252086639404297,23.334474563598633,-0.08238792419433594,-0.0012896241562950772
BAH,HRQ1,YDR291W,1,1.0,653,3105,0.43766756032171583,0.7012195121951219,16.963674545288086,16.935277938842773,0.0283966064453125,-0.2635519518734061
BAH,HRR25,YPL204W,1,1.0,1487,4406,0.9966487935656837,0.9950316169828365,22.837167739868164,22.679197311401367,0.15797042846679688,0.0016171765828472129
BAH,HRT1,YOL133W,1,0.5,779,2395,0.5221179624664879,0.5408762420957542,17.416658401489258,17.51119613647461,-0.09453773498535156,-0.01875827962926635
BAH,HRT3,YLR097C,1,1.0,772,2652,0.517426273458445,0.5989159891598916,17.938085556030273,18.020912170410156,-0.08282661437988281,-0.08148971570144659
BAH,HSC82,YMR186W,1,1.0,1492,4428,1.0,1.0,28.17534065246582,28.40494728088379,-0.22960662841796875,0.0
BAH,HSE1,YHL002W,1,1.0,1451,4361,0.9725201072386059,0.9848690153568203,21.14881134033203,21.151371002197266,-0.002559661865234375,-0.012348908118214319
BAH,HSF1,YGL073W,1,1.0,1346,4327,0.9021447721179625,0.9771906052393857,19.177827835083008,19.363126754760742,-0.18529891967773438,-0.07504583312142321
BAH,HSH155,YMR288W,1,1.0,1453,4365,0.9738605898123325,0.9857723577235772,20.378002166748047,20.233230590820312,0.14477157592773438,-0.011911767911244708
BAH,HSH49,YOR319W,1,1.0,1322,3719,0.886058981233244,0.8398825654923215,18.48151206970215,18.13391876220703,0.3475933074951172,0.04617641574092246
BAH,HSL1,YKL101W,1,1.0,1256,2978,0.8418230563002681,0.6725383920505872,18.30233383178711,18.192472457885742,0.10986137390136719,0.16928466424968092
BAH,HSL7,YBR133C,1,1.0,1415,4234,0.9483914209115282,0.9561878952122854,19.931406021118164,19.984621047973633,-0.05321502685546875,-0.00779647430075725
BAH,HSM3,YBR272C,1,1.0,1484,4399,0.9946380697050938,0.9934507678410117,20.708621978759766,21.133750915527344,-0.4251289367675781,0.0011873018640821131
BAH,HSP10,YOR020C,1,1.0,1492,4428,1.0,1.0,25.096391677856445,25.90767478942871,-0.8112831115722656,0.0
BAH,HSP104,YLL026W,1,1.0,1492,4427,1.0,0.9997741644083108,25.00275421142578,26.66986656188965,-1.6671123504638672,0.0002258355916892052
BAH,HSP12,YFL014W,1,1.0,1492,4428,1.0,1.0,22.95179557800293,28.80109977722168,-5.84930419921875,0.0
BAH,HSP150,YJL159W,1,0.5,1492,4428,1.0,1.0,27.041505813598633,27.254657745361328,-0.2131519317626953,0.0
BAH,HSP26,YBR072W,1,1.0,1480,4428,0.9919571045576407,1.0,24.92816734313965,28.86701202392578,-3.938844680786133,-0.008042895442359255
BAH,HSP30,YCR021C,1,1.0,137,3770,0.0918230563002681,0.8514001806684733,21.36576271057129,22.06755828857422,-0.7017955780029297,-0.7595771243682052
BAH,HSP31,YDR533C,1,1.0,1492,4428,1.0,1.0,25.270751953125,25.61620330810547,-0.34545135498046875,0.0
BAH,HSP32,YPL280W,1,2.5,23,1318,0.015415549597855228,0.2976513098464318,18.790563583374023,21.340408325195312,-2.549844741821289,-0.28223576024857655
BAH,HSP42,YDR171W,1,1.0,1489,4424,0.9979892761394102,0.999096657633243,23.431743621826172,24.48831558227539,-1.0565719604492188,-0.0011073814938327153
BAH,HSP60,YLR259C,1,1.0,1492,4428,1.0,1.0,26.919252395629883,27.012508392333984,-0.09325599670410156,0.0
BAH,HSP78,YDR258C,1,1.0,1492,4427,1.0,0.9997741644083108,23.489688873291016,24.49068260192871,-1.0009937286376953,0.0002258355916892052
BAH,HSP82,YPL240C,1,1.0,1492,4428,1.0,1.0,25.864477157592773,26.48529624938965,-0.620819091796875,0.0
BAH,HST1,YOL068C,1,1.0,874,2369,0.5857908847184986,0.5350045167118338,17.881189346313477,17.7987060546875,0.08248329162597656,0.050786368006664806
BAH,HST2,YPL015C,1,1.0,1274,3778,0.853887399463807,0.8532068654019873,18.60613441467285,19.43914222717285,-0.8330078125,0.0006805340618196709
BAH,HST4,YDR191W,1,1.0,479,1467,0.3210455764075067,0.3313008130081301,21.325490951538086,20.71238899230957,0.6131019592285156,-0.010255236600623385
BAH,HSU1,YLL058W,1,1.0,1432,3983,0.9597855227882037,0.8995031616982837,20.902875900268555,21.013673782348633,-0.11079788208007812,0.06028236108992002
BAH,HSV2,YGR223C,1,1.0,1066,4193,0.7144772117962467,0.9469286359530262,19.623064041137695,19.597732543945312,0.025331497192382812,-0.23245142415677955
BAH,HTA1,YDR225W,1,1.0,1492,4428,1.0,1.0,27.808902740478516,28.05024528503418,-0.24134254455566406,0.0
BAH,HTB1,YDR224C,1,1.0,886,2870,0.5938337801608579,0.6481481481481481,21.08579444885254,21.450979232788086,-0.3651847839355469,-0.05431436798729028
BAH,HTB2,YBL002W,1,1.0,448,1323,0.3002680965147453,0.29878048780487804,27.893442153930664,28.0674991607666,-0.1740570068359375,0.0014876087098672497
BAH,HTD2,YHR067W,1,1.0,1002,3272,0.6715817694369973,0.7389340560072267,20.847991943359375,20.324003219604492,0.5239887237548828,-0.0673522865702294
BAH,HTS1,YPR033C,1,1.0,1492,4425,1.0,0.9993224932249323,24.29034996032715,24.12192726135254,0.16842269897460938,0.0006775067750677266
BAH,HTZ1,YOL012C,1,1.0,1475,4383,0.9886058981233244,0.9898373983739838,22.579919815063477,22.718137741088867,-0.13821792602539062,-0.0012315002506593231
BAH,HUA2,YOR284W,1,1.0,789,2075,0.5288203753351206,0.4686088527551942,18.218469619750977,18.274290084838867,-0.055820465087890625,0.0602115225799264
BAH,HUL5,YGL141W,1,1.0,1316,4235,0.8820375335120644,0.9564137308039747,19.544910430908203,19.966190338134766,-0.4212799072265625,-0.07437619729191036
BAH,HXK1,YFR053C,1,1.0,1492,4428,1.0,1.0,26.38240623474121,26.649024963378906,-0.2666187286376953,0.0
BAH,HXK2,YGL253W,1,1.0,1492,4428,1.0,1.0,27.67249298095703,26.935882568359375,0.7366104125976562,0.0
BAH,HXT1,YHR094C,1,0.5,992,2216,0.6648793565683646,0.5004516711833785,20.49469566345215,20.23694610595703,0.2577495574951172,0.1644276853849861
BAH,HXT2,YMR011W,1,1.0,1449,3982,0.9711796246648794,0.8992773261065944,22.710500717163086,22.006999969482422,0.7035007476806641,0.071902298558285
BAH,HXT3,YDR345C,1,0.5,1492,4420,1.0,0.998193315266486,24.333843231201172,23.519113540649414,0.8147296905517578,0.0018066847335139746
BAH,HXT4,YHR092C,1,0.5,1485,4307,0.9953083109919572,0.9726738934056007,21.835224151611328,21.703353881835938,0.13187026977539062,0.022634417586356426
BAH,HXT5,YHR096C,1,1.0,706,3849,0.47319034852546915,0.8692411924119241,21.13719940185547,22.94818878173828,-1.8109893798828125,-0.39605084388645495
BAH,HXT7,YDR342C,1,0.5,866,2416,0.5804289544235925,0.5456187895212286,22.96539878845215,24.72212791442871,-1.7567291259765625,0.034810164902363994
BAH,HXT8,YJL214W,1,2.0,896,1715,0.6005361930294906,0.3873080397470641,22.672475814819336,23.08448028564453,-0.4120044708251953,0.21322815328242645
BAH,HYM1,YKL189W,1,1.0,1426,4321,0.9557640750670241,0.9758355916892503,18.663379669189453,19.08106803894043,-0.41768836975097656,-0.02007151662222617
BAH,HYP2,YEL034W,1,1.0,1492,4428,1.0,1.0,28.352825164794922,28.034347534179688,0.3184776306152344,0.0
BAH,HYR1,YIR037W,1,1.0,1491,4422,0.9993297587131368,0.9986449864498645,23.58183479309082,23.923175811767578,-0.3413410186767578,0.0006847722632722375
BAH,IAH1,YOR126C,1,1.0,1406,4234,0.9423592493297587,0.9561878952122854,20.30042839050293,20.425172805786133,-0.12474441528320312,-0.013828645882526747
BAH,IBA57,YJR122W,1,1.0,1106,4138,0.7412868632707775,0.9345076784101174,18.963729858398438,19.371816635131836,-0.40808677673339844,-0.19322081513933986
BAH,IBD2,YNL164C,1,1.0,942,2827,0.631367292225201,0.6384372177055104,18.939556121826172,18.7797794342041,0.1597766876220703,-0.00706992548030938
BAH,ICE2,YIL090W,1,1.0,1380,4122,0.9249329758713136,0.9308943089430894,18.493019104003906,18.41878890991211,0.07423019409179688,-0.005961333071775821
BAH,ICL1,YER065C,1,1.0,1271,3743,0.8518766756032171,0.8453026196928636,24.899738311767578,24.740907669067383,0.1588306427001953,0.006574055910353538
BAH,ICL2,YPR006C,1,1.0,194,1212,0.13002680965147453,0.27371273712737126,18.19260597229004,19.019357681274414,-0.826751708984375,-0.14368592747589673
BAH,ICP55,YER078C,1,1.0,1429,4315,0.957774798927614,0.9744805781391147,21.05664825439453,21.483678817749023,-0.4270305633544922,-0.016705779211500738
BAH,ICT1,YLR099C,1,1.0,218,2788,0.14611260053619302,0.6296296296296297,17.09519386291504,17.63713836669922,-0.5419445037841797,-0.48351702909343663
BAH,IDH1,YNL037C,1,1.0,1492,4427,1.0,0.9997741644083108,25.603246688842773,25.76482391357422,-0.1615772247314453,0.0002258355916892052
BAH,IDH2,YOR136W,1,1.0,1492,4428,1.0,1.0,25.765602111816406,25.92612075805664,-0.16051864624023438,0.0
BAH,IDI1,YPL117C,1,1.0,1492,4425,1.0,0.9993224932249323,25.01546287536621,24.6108341217041,0.4046287536621094,0.0006775067750677266
BAH,IDP1,YDL066W,1,1.0,1492,4427,1.0,0.9997741644083108,26.00348663330078,25.744226455688477,0.2592601776123047,0.0002258355916892052
BAH,IDP2,YLR174W,1,1.0,1323,4362,0.8867292225201072,0.9850948509485095,23.82465934753418,23.616552352905273,0.20810699462890625,-0.09836562842840224
BAH,IDP3,YNL009W,1,1.0,937,3679,0.6280160857908847,0.8308491418247516,19.09131622314453,19.325119018554688,-0.23380279541015625,-0.2028330560338668
BAH,IDS2,YJL146W,1,1.0,1025,3786,0.6869973190348525,0.8550135501355014,19.800495147705078,20.09558868408203,-0.2950935363769531,-0.1680162311006489
BAH,IES1,YFL013C,1,1.0,1424,4267,0.9544235924932976,0.9636404697380307,20.129722595214844,20.1291446685791,0.0005779266357421875,-0.00921687724473319
BAH,IES2,YNL215W,1,1.0,1422,4290,0.953083109919571,0.9688346883468835,20.321678161621094,20.34888458251953,-0.0272064208984375,-0.01575157842731245
BAH,IES3,YLR052W,1,1.0,1405,4255,0.9416890080428955,0.9609304426377597,19.62600326538086,19.776384353637695,-0.15038108825683594,-0.01924143459486427
BAH,IES4,YOR189W,1,1.0,1338,4153,0.8967828418230563,0.9378952122854561,19.016193389892578,19.442764282226562,-0.4265708923339844,-0.041112370462399794
BAH,IES5,YER092W,1,1.0,661,1903,0.443029490616622,0.4297651309846432,19.023405075073242,18.832090377807617,0.191314697265625,0.013264359631978806
BAH,IES6,YEL044W,1,1.0,818,2472,0.5482573726541555,0.5582655826558266,18.755699157714844,18.834802627563477,-0.07910346984863281,-0.01000821000167107
BAH,IFA38,YBR159W,1,1.0,1490,4420,0.9986595174262735,0.998193315266486,22.290555953979492,22.37922477722168,-0.0886688232421875,0.0004662021597874322
BAH,IFH1,YLR223C,1,1.0,694,2331,0.4651474530831099,0.5264227642276422,19.12704086303711,19.05423355102539,0.07280731201171875,-0.06127531114453233
BAH,IFM1,YOL023W,1,1.0,1245,4101,0.8344504021447721,0.9261517615176151,18.45774269104004,18.56953239440918,-0.11178970336914062,-0.09170135937284307
BAH,IGD1,YFR017C,1,1.0,1187,4375,0.7955764075067024,0.9880307136404698,20.065919876098633,21.140588760375977,-1.0746688842773438,-0.19245430613376735
BAH,IGO1,YNL157W,1,1.0,1473,4381,0.9872654155495979,0.9893857271906052,21.261716842651367,21.423994064331055,-0.1622772216796875,-0.002120311641007344
BAH,IKI1,YHR187W,1,1.0,1440,4297,0.9651474530831099,0.9704155374887082,21.39794158935547,21.399049758911133,-0.0011081695556640625,-0.005268084405598339
BAH,IKI3,YLR384C,1,1.0,1487,4415,0.9966487935656837,0.9970641373080398,22.2005672454834,22.072797775268555,0.12776947021484375,-0.00041534374235607796
BAH,IKS1,YJL057C,1,1.0,1217,3453,0.8156836461126006,0.7798102981029811,18.854249954223633,18.45467758178711,0.39957237243652344,0.0358733480096195
BAH,ILS1,YBL076C,1,1.0,1492,4426,1.0,0.9995483288166215,25.208093643188477,25.010971069335938,0.19712257385253906,0.0004516711833785214
BAH,ILV1,YER086W,1,1.0,1492,4426,1.0,0.9995483288166215,24.85907745361328,24.453876495361328,0.4052009582519531,0.0004516711833785214
BAH,ILV2,YMR108W,1,1.0,1492,4427,1.0,0.9997741644083108,25.08956527709961,24.744396209716797,0.3451690673828125,0.0002258355916892052
BAH,ILV3,YJR016C,1,1.0,1492,4426,1.0,0.9995483288166215,25.192508697509766,24.84526824951172,0.3472404479980469,0.0004516711833785214
BAH,ILV5,YLR355C,1,1.0,1492,4428,1.0,1.0,28.019447326660156,27.61067008972168,0.40877723693847656,0.0
BAH,ILV6,YCL009C,1,1.0,1491,4425,0.9993297587131368,0.9993224932249323,25.298128128051758,24.820249557495117,0.4778785705566406,7.265488204510895e-06
BAH,IMA1,YGR287C,1,1.0,1398,4173,0.9369973190348525,0.9424119241192412,19.18207359313965,20.179758071899414,-0.9976844787597656,-0.005414605084388735
BAH,IMA3,YIL172C,1,3.0,154,2074,0.1032171581769437,0.46838301716350494,17.005191802978516,18.907888412475586,-1.9026966094970703,-0.36516585898656123
BAH,IMD2,YHR216W,1,5.0,1459,4234,0.9778820375335121,0.9561878952122854,21.650297164916992,21.22603416442871,0.42426300048828125,0.021694142321226684
BAH,IMD3,YLR432W,1,1.0,1492,4426,1.0,0.9995483288166215,24.573495864868164,24.774948120117188,-0.20145225524902344,0.0004516711833785214
BAH,IMD4,YML056C,1,1.0,1492,4427,1.0,0.9997741644083108,26.126869201660156,25.723600387573242,0.40326881408691406,0.0002258355916892052
